label,L_Shoulder_x,L_Shoulder_y,L_Shoulder_z,R_Shoulder_x,R_Shoulder_y,R_Shoulder_z,L_Elbow_x,L_Elbow_y,L_Elbow_z,R_Elbow_x,R_Elbow_y,R_Elbow_z,L_Wrist_x,L_Wrist_y,L_Wrist_z,R_Wrist_x,R_Wrist_y,R_Wrist_z,L_Hip_x,L_Hip_y,L_Hip_z,R_Hip_x,R_Hip_y,R_Hip_z,L_Knee_x,L_Knee_y,L_Knee_z,R_Knee_x,R_Knee_y,R_Knee_z,L_Ankle_x,L_Ankle_y,L_Ankle_z,R_Ankle_x,R_Ankle_y,R_Ankle_z
cepingju,0.627545177936554,0.3298383951187134,-0.2821268141269684,0.4408880770206451,0.3276441693305969,-0.2469953745603561,0.6361732482910156,0.4139655232429504,-0.1711619049310684,0.4216983914375305,0.4089639782905578,-0.1344948261976242,0.6317784786224365,0.4812821745872497,-0.3296306729316711,0.4104779958724975,0.4737052917480469,-0.2813133299350738,0.5755516290664673,0.4676167070865631,-0.0158774182200431,0.4645619392395019,0.466418981552124,0.0156229669228196,0.5630060434341431,0.5742331147193909,-0.1585363894701004,0.4640771150588989,0.5798107981681824,-0.0030700729694217,0.5453685522079468,0.6905773878097534,0.215395838022232,0.4656395316123962,0.6909388303756714,0.3473348617553711
cepingju,0.6269851922988892,0.3298530578613281,-0.2830707430839538,0.4405114948749542,0.3276440799236297,-0.247914656996727,0.6360143423080444,0.4140059053897857,-0.1712368875741958,0.42022904753685,0.4089477956295013,-0.1349486708641052,0.6317740678787231,0.4812819361686706,-0.3281968235969543,0.4082939028739929,0.4737460017204284,-0.2804686427116394,0.5755081176757812,0.4672020971775055,-0.0157945267856121,0.4645366966724396,0.466311365365982,0.01554009411484,0.5630665421485901,0.5741112232208252,-0.1719209849834442,0.4639513194561004,0.5796500444412231,-0.0031049009412527,0.545720100402832,0.6899768710136414,0.1788888126611709,0.465718001127243,0.690829873085022,0.3415237069129944
cepingju,0.6265550255775452,0.3298666775226593,-0.2757046818733215,0.4401475787162781,0.3276137113571167,-0.2443303167819976,0.6357560157775879,0.414027601480484,-0.1662313491106033,0.4184635579586029,0.4088395237922668,-0.1345771849155426,0.6317476630210876,0.4812008738517761,-0.3232647180557251,0.4059295356273651,0.4737855792045593,-0.2750845551490783,0.5754662156105042,0.4668070673942566,-0.0151538336649537,0.4644998908042907,0.466149091720581,0.0148940375074744,0.5631697177886963,0.573570728302002,-0.2111729234457016,0.4637437462806701,0.5796250700950623,-0.0080952150747179,0.545771062374115,0.6889604926109314,0.1288275420665741,0.4657109081745147,0.6908081769943237,0.3284630477428436
cepingju,0.6259952783584595,0.3298585712909698,-0.2672320604324341,0.439882755279541,0.3274340629577636,-0.2374204993247985,0.6354432106018066,0.4139816164970398,-0.1571478992700576,0.4176982343196869,0.4084226489067077,-0.1288213580846786,0.6317498683929443,0.4807863235473633,-0.3195596933364868,0.4052597880363464,0.473733127117157,-0.272600382566452,0.5754514336585999,0.4663471281528473,-0.0149409137666225,0.464498221874237,0.4659655094146728,0.0146874822676181,0.5632598996162415,0.573209822177887,-0.2196549326181411,0.4636408388614654,0.5796281099319458,-0.0181047059595584,0.5458847880363464,0.6884918212890625,0.1079937517642974,0.4657133221626282,0.6906917095184326,0.2989622950553894
cepingju,0.6256846189498901,0.3298081755638122,-0.2640779614448547,0.4396737813949585,0.3273162841796875,-0.2347252964973449,0.6353327631950378,0.413868099451065,-0.15130315721035,0.4172650575637817,0.4081969857215881,-0.1252634525299072,0.6317507028579712,0.4805095195770263,-0.3131536841392517,0.4050583243370056,0.4736389517784118,-0.2711105048656463,0.575393557548523,0.4661799371242523,-0.0138230696320533,0.464471697807312,0.4658477306365967,0.0135806193575263,0.5633904337882996,0.5732738971710205,-0.214176520705223,0.4635800123214721,0.579632043838501,-0.0271815322339534,0.5458900332450867,0.6881691813468933,0.1156470328569412,0.4656842052936554,0.6906492114067078,0.2934147715568542
cepingju,0.6255308985710144,0.3296425938606262,-0.2587903141975403,0.4394025206565857,0.3272416293621063,-0.2276514917612075,0.6350241899490356,0.4137665629386902,-0.148994505405426,0.4170185923576355,0.4081707000732422,-0.1192216575145721,0.6317484378814697,0.4802458882331848,-0.3109170794486999,0.4050654172897339,0.4736524522304535,-0.2640693485736847,0.575365424156189,0.4658952355384826,-0.011912876740098,0.464442491531372,0.4656488001346588,0.0116952937096357,0.563395619392395,0.573097288608551,-0.2245119661092758,0.4634716808795929,0.5792466402053833,-0.0401430875062942,0.5458939075469971,0.6877150535583496,0.1145070940256118,0.4656428396701813,0.6905573010444641,0.2781974971294403
cepingju,0.6253821849822998,0.3293943107128143,-0.2673641741275787,0.4393812417984009,0.3272414803504944,-0.2348547577857971,0.6347154974937439,0.4136624336242676,-0.1569588184356689,0.4169078469276428,0.4081415235996246,-0.1242552548646926,0.6316852569580078,0.4801429808139801,-0.3214932680130005,0.4050550162792206,0.4736649096012115,-0.2699322998523712,0.5753563642501831,0.4652318060398102,-0.0105307819321751,0.4644400775432586,0.4648633897304535,0.0103154769167304,0.5634032487869263,0.5731371641159058,-0.2162160873413086,0.4634497761726379,0.5789503455162048,-0.0446804091334342,0.5458664298057556,0.6875340938568115,0.1320032030344009,0.4656441211700439,0.6905075311660767,0.2785244882106781
cepingju,0.6253113150596619,0.3292195200920105,-0.2686009407043457,0.4393422901630401,0.3271401226520538,-0.23538738489151,0.6344951391220093,0.4135200977325439,-0.1574719995260238,0.4167767763137817,0.4080000519752502,-0.1262997984886169,0.6316483020782471,0.4800451695919037,-0.3212895393371582,0.4048762321472168,0.4736819267272949,-0.2719351351261139,0.5753495693206787,0.4650662541389465,-0.0095463208854198,0.4644086062908172,0.4647583365440368,0.0093327611684799,0.5633952021598816,0.5731379985809326,-0.2183643728494644,0.4633235037326813,0.5789562463760376,-0.0454973168671131,0.5458362102508545,0.6874315738677979,0.1334283351898193,0.4657060801982879,0.6905388832092285,0.2784626483917236
cepingju,0.6252434849739075,0.3292383849620819,-0.2638510763645172,0.4392459392547607,0.3271381258964538,-0.2355214655399322,0.6342933773994446,0.4135165214538574,-0.155400812625885,0.4167084693908691,0.4079526960849762,-0.1267383098602295,0.6315317153930664,0.4800381660461426,-0.318820595741272,0.4049001932144165,0.473803699016571,-0.2700746655464172,0.5753424763679504,0.4650512337684631,-0.0090041803196072,0.464372307062149,0.4647772908210754,0.0087943254038691,0.5633131265640259,0.5729432106018066,-0.24900983273983,0.4631730318069458,0.5790227055549622,-0.0415590144693851,0.5458487868309021,0.6872459053993225,0.0894096791744232,0.4658643901348114,0.6905614137649536,0.2836267054080963
cepingju,0.625190019607544,0.3292695879936218,-0.2649418413639068,0.439057320356369,0.3271388411521911,-0.2379445135593414,0.6339808702468872,0.4134963154792785,-0.1565210521221161,0.4166792035102844,0.4079437255859375,-0.133020132780075,0.6312362551689148,0.4800639152526855,-0.3196556270122528,0.4049209654331207,0.4739274084568023,-0.2716452181339264,0.5753358602523804,0.4650380611419678,-0.0090276841074228,0.4643482267856598,0.4648096561431885,0.00881521217525,0.5633070468902588,0.5728948712348938,-0.2506963014602661,0.4629231691360473,0.5791565179824829,-0.0410206466913223,0.5459257960319519,0.6870833039283752,0.0935808271169662,0.4659923017024994,0.6905573606491089,0.287438690662384
cepingju,0.6251083612442017,0.3293774724006653,-0.283917099237442,0.4387384951114654,0.3271627128124237,-0.2541190385818481,0.6337366104125977,0.4134102761745453,-0.1719787567853927,0.4165643453598022,0.4079455435276031,-0.1445924192667007,0.6311848163604736,0.4800313115119934,-0.3315885663032532,0.4049449563026428,0.4741321206092834,-0.2836177051067352,0.5752897262573242,0.4650204181671142,-0.0099904146045446,0.4642874896526336,0.4648251533508301,0.0097494386136531,0.5631797313690186,0.5732900500297546,-0.1866227835416793,0.4623138308525085,0.5795665383338928,-0.0279089547693729,0.545914351940155,0.6870383620262146,0.1749294847249984,0.466130793094635,0.6908161044120789,0.2965176105499267
cepingju,0.6247695684432983,0.3294534981250763,-0.2889511883258819,0.4384379386901855,0.3271663784980774,-0.2664341926574707,0.63349449634552,0.4132738709449768,-0.1728129535913467,0.4164943695068359,0.4079391956329345,-0.1547296345233917,0.6310386061668396,0.4800174236297607,-0.3302412331104278,0.4049438536167145,0.4742743968963623,-0.2934503257274627,0.575247585773468,0.4650021195411682,-0.0100458106026053,0.4642382264137268,0.4648233950138092,0.0097993426024913,0.5631428360939026,0.5738297700881958,-0.1508392244577407,0.4620883464813232,0.5798832178115845,-0.0238621421158313,0.546018660068512,0.686887264251709,0.2161884158849716,0.4661333858966827,0.6908167004585266,0.3019871711730957
cepingju,0.624483048915863,0.3295594453811645,-0.2909572422504425,0.438307911157608,0.3271778225898742,-0.2678683996200561,0.6333143711090088,0.4132234156131744,-0.1733766347169876,0.4163638651371002,0.4079540371894836,-0.154929056763649,0.6307767629623413,0.4800166189670563,-0.3292165100574493,0.4048073291778564,0.474402904510498,-0.2925980389118194,0.5752220749855042,0.4649911820888519,-0.0100504579022526,0.4642004370689392,0.4647998213768005,0.0098027503117918,0.5631307363510132,0.5744486451148987,-0.1428174078464508,0.4620336294174194,0.5799951553344727,-0.0238857716321945,0.546019434928894,0.6868736147880554,0.2223037928342819,0.4660155475139618,0.6908586025238037,0.3015546500682831
cepingju,0.624189019203186,0.3296976685523987,-0.2950864136219024,0.4379911124706268,0.3272318840026855,-0.2733120620250702,0.633064329624176,0.4132193624973297,-0.1781229823827743,0.4163195192813873,0.4080279469490051,-0.1610854119062423,0.630375862121582,0.4800267219543457,-0.3307002484798431,0.4046807587146759,0.4746600985527038,-0.2948334515094757,0.5751990675926208,0.4648641943931579,-0.0100506637245416,0.464152067899704,0.4647099375724792,0.0098009267821908,0.5629284381866455,0.574493944644928,-0.1591453701257705,0.4620159864425659,0.5799970030784607,-0.0238331165164709,0.5459633469581604,0.6868034601211548,0.1996248811483383,0.465814858675003,0.690911054611206,0.3010161221027374
cepingju,0.6240952610969543,0.3297912180423736,-0.3016752600669861,0.4378724694252014,0.3272541463375091,-0.2761987149715423,0.6330457329750061,0.4132158160209656,-0.1858577728271484,0.4162330627441406,0.4080893397331238,-0.1640806198120117,0.6301688551902771,0.4800809323787689,-0.3358888924121856,0.404387891292572,0.474843680858612,-0.2943884432315826,0.5751000046730042,0.4648557603359222,-0.0100627811625599,0.4640508890151977,0.4646949172019958,0.0098109897226095,0.561892032623291,0.5745463371276855,-0.1663403213024139,0.4620097279548645,0.5799083113670349,-0.0220204889774322,0.545901894569397,0.6868077516555786,0.1853684335947036,0.465788185596466,0.6910511255264282,0.302760899066925
cepingju,0.6240097284317017,0.3298508524894714,-0.2996464669704437,0.4377341270446777,0.3272483944892883,-0.2732856571674347,0.63284832239151,0.4132744669914245,-0.1838249862194061,0.4161654114723205,0.4081350266933441,-0.1610558480024337,0.6299756169319153,0.4801629185676574,-0.3352780938148498,0.4039495587348938,0.4749650955200195,-0.293208360671997,0.5749772191047668,0.4648584425449371,-0.0100768292322754,0.4638915956020355,0.4646975994110107,0.0098234983161091,0.5615687966346741,0.5748708844184875,-0.1696874350309372,0.4620057046413421,0.5799492597579956,-0.0220972653478384,0.5458852052688599,0.686810314655304,0.183140143752098,0.4657059609889984,0.6912606954574585,0.29973965883255
cepingju,0.6239359378814697,0.3298960924148559,-0.2992068529129028,0.4375309348106384,0.327241837978363,-0.2721656262874603,0.6325844526290894,0.4133177399635315,-0.1835287660360336,0.4160655438899994,0.4081414341926574,-0.1598319411277771,0.629826009273529,0.4802048802375793,-0.3344902992248535,0.4032427966594696,0.4750428199768066,-0.2925386428833008,0.5749615430831909,0.4648413062095642,-0.0104664964601397,0.4638634622097015,0.4646860063076019,0.010204522870481,0.5612877011299133,0.5748916864395142,-0.169131189584732,0.4620025753974914,0.5799673199653625,-0.0225508883595466,0.5458663702011108,0.6866850256919861,0.1818539947271347,0.4656928479671478,0.6913878917694092,0.2890789806842804
cepingju,0.6237918734550476,0.3299314975738525,-0.2885577380657196,0.4373630583286285,0.3272443115711212,-0.2683538794517517,0.6322107315063477,0.4133482575416565,-0.1753920763731002,0.416061520576477,0.4082267880439758,-0.159031257033348,0.6296051740646362,0.4802310466766357,-0.3336541354656219,0.4030983448028564,0.475286066532135,-0.2918995320796966,0.574952244758606,0.4647753238677978,-0.0104301236569881,0.4638546109199524,0.4646573960781097,0.01016725320369,0.5612218976020813,0.574757993221283,-0.2354632765054702,0.4620441794395447,0.5799270868301392,-0.0269117560237646,0.5458146929740906,0.6866329312324524,0.1059896796941757,0.4657126665115356,0.6913236379623413,0.2864499092102051
cepingju,0.6237249374389648,0.3299483060836792,-0.2885487973690033,0.4370667040348053,0.327233612537384,-0.2663697898387909,0.6319721937179565,0.413344144821167,-0.1755742728710174,0.4159001111984253,0.4082623124122619,-0.1588313579559326,0.6294759511947632,0.4801987111568451,-0.3340730965137481,0.402839332818985,0.4753993451595306,-0.2915037870407104,0.5748958587646484,0.4647723138332367,-0.0106319477781653,0.463826835155487,0.4646548628807068,0.0103613333776593,0.5610865950584412,0.5750495195388794,-0.2298703491687774,0.4620343148708343,0.5799881815910339,-0.025529520586133,0.545724630355835,0.6866390705108643,0.1212889105081558,0.4658375978469848,0.6913059949874878,0.2952427864074707
cepingju,0.6236706972122192,0.3299733996391296,-0.2743423581123352,0.4368727803230285,0.3272275328636169,-0.2504501640796661,0.6315656304359436,0.41333669424057,-0.1643706560134887,0.4158140420913696,0.4082809388637543,-0.1474884897470474,0.6291345953941345,0.4801478385925293,-0.3278279602527618,0.4027988016605377,0.4754137098789215,-0.2864196896553039,0.5747435092926025,0.4647696912288666,-0.0106254164129495,0.4637342691421509,0.4646515250205993,0.0103542245924472,0.5609021186828613,0.5753711462020874,-0.2412185072898864,0.4620333313941955,0.5799877047538757,-0.0287019871175289,0.5453994870185852,0.6866581439971924,0.1059626266360282,0.4658498466014862,0.6912791728973389,0.2905799150466919
cepingju,0.6235049962997437,0.3300019204616546,-0.2711111903190613,0.4365678429603576,0.3272304236888885,-0.2429969608783722,0.6312242150306702,0.4133354127407074,-0.1625183969736099,0.4158104658126831,0.4083221554756164,-0.1406096518039703,0.6288357973098755,0.4801104664802551,-0.3265513181686401,0.4029185473918915,0.4754174351692199,-0.2820679247379303,0.5746688842773438,0.4647004604339599,-0.0106681631878018,0.463715136051178,0.464616060256958,0.010397127829492,0.5606324076652527,0.5753687024116516,-0.2514559626579284,0.4620307385921478,0.5796706080436707,-0.0334728918969631,0.5451627373695374,0.6866623163223267,0.0962204113602638,0.4658296406269073,0.6911482810974121,0.2826094031333923
cepingju,0.6232998967170715,0.3300245404243469,-0.2680433392524719,0.4364058077335357,0.327217161655426,-0.2323409467935562,0.6309963464736938,0.4133244454860687,-0.1595208942890167,0.4158065021038055,0.4083229005336761,-0.1276179105043411,0.6283484697341919,0.4800992608070373,-0.3226604759693146,0.4029472768306732,0.4753857553005218,-0.2754426300525665,0.5745217204093933,0.464895486831665,-0.011154755949974,0.4636301398277282,0.4647229611873626,0.0108908703550696,0.5603655576705933,0.575617790222168,-0.2447387129068374,0.4620300233364105,0.5796158909797668,-0.034574769437313,0.5447987914085388,0.6867322325706482,0.1013590395450592,0.4656818509101867,0.6911370158195496,0.2757839262485504
cepingju,0.6230117082595825,0.3300483524799347,-0.2698007225990295,0.436221182346344,0.3271666765213012,-0.2346143573522567,0.6308869123458862,0.4132707715034485,-0.1597345620393753,0.4158074557781219,0.4082294106483459,-0.1253158003091812,0.6279780268669128,0.4801038205623626,-0.3151892721652984,0.4029363989830017,0.4752334654331207,-0.2709608674049377,0.5744177103042603,0.4650213122367859,-0.0120638068765401,0.4635770916938782,0.464735209941864,0.0118031464517116,0.560259997844696,0.5762162804603577,-0.1765064597129821,0.4620874524116516,0.5795565843582153,-0.0313853994011879,0.5446634292602539,0.686911940574646,0.1780283004045486,0.4655779004096985,0.6911360025405884,0.2778204083442688
cepingju,0.6227083206176758,0.3301414847373962,-0.2660307884216308,0.4361835122108459,0.327166348695755,-0.2303067743778228,0.6305960416793823,0.4132674634456634,-0.154901847243309,0.4158097505569458,0.4082369804382324,-0.1219333857297897,0.6277077198028564,0.4800982475280761,-0.3109259605407715,0.4031032025814056,0.4752108156681061,-0.2677739858627319,0.5743863582611084,0.4650440812110901,-0.0124298706650733,0.4635663628578186,0.4647342264652252,0.0121718384325504,0.5602732300758362,0.5762477517127991,-0.1846733093261718,0.4621994495391845,0.5792504549026489,-0.030455095693469,0.544421374797821,0.6870630979537964,0.1675439327955246,0.4655379056930542,0.691062867641449,0.2793764472007751
cepingju,0.622456431388855,0.3301491737365722,-0.2652014195919037,0.4361432790756225,0.3271445333957672,-0.2270335704088211,0.6305197477340698,0.4132392406463623,-0.1541540026664734,0.4158471524715423,0.4082446098327636,-0.1180170774459838,0.6276680827140808,0.4800890386104584,-0.3080570995807647,0.4032260775566101,0.4751948714256286,-0.2617457509040832,0.5743631720542908,0.4650473594665527,-0.0130336815491318,0.4635556638240814,0.4647276401519775,0.012780575081706,0.5603402256965637,0.5762425661087036,-0.188799113035202,0.4623224437236786,0.5786536931991577,-0.0295915771275758,0.5444151759147644,0.6870593428611755,0.1641785353422165,0.4655139446258545,0.6910043954849243,0.2811842262744903
cepingju,0.6222688555717468,0.3301564157009125,-0.2600825428962707,0.4360914528369903,0.3270835280418396,-0.2214808613061905,0.6304748058319092,0.4132162928581238,-0.1496930420398712,0.4158365130424499,0.4082459807395935,-0.1126297861337661,0.627656102180481,0.4800882339477539,-0.3044407069683075,0.4032804667949676,0.4751912653446197,-0.2579830288887024,0.5743414759635925,0.4650868773460388,-0.0131973773241043,0.4635424613952636,0.4647334218025207,0.0129470694810152,0.5603851079940796,0.5762481689453125,-0.1881236135959625,0.462333083152771,0.5785114765167236,-0.0301392264664173,0.5444111824035645,0.6870609521865845,0.1612555384635925,0.4654569923877716,0.691003143787384,0.2793761193752289
cepingju,0.6221919655799866,0.3301595151424408,-0.2550845146179199,0.4360850751399994,0.3270118236541748,-0.2210113108158111,0.6304675340652466,0.4131916165351867,-0.1416218280792236,0.4158226549625397,0.4082623124122619,-0.1114632934331893,0.6276528835296631,0.4800931811332702,-0.2955332398414612,0.4032845795154571,0.4752041399478912,-0.2570148110389709,0.5743088126182556,0.4656547009944916,-0.0131960455328226,0.463511198759079,0.4649488031864166,0.0129456436261534,0.5604467391967773,0.5766624212265015,-0.1633577793836593,0.4623290598392486,0.5786765217781067,-0.0295609571039676,0.5444074869155884,0.6873770952224731,0.1917373389005661,0.4655035734176636,0.6912108063697815,0.2828812599182129
cepingju,0.6221107244491577,0.3301636278629303,-0.2571505010128021,0.436072289943695,0.3269767463207245,-0.2236021608114242,0.6304519772529602,0.4131866097450256,-0.1425375640392303,0.4158211052417755,0.4082861542701721,-0.1144279986619949,0.6275687217712402,0.4800933301448822,-0.2985051870346069,0.4033408164978027,0.4752540588378906,-0.2588845491409302,0.5742944478988647,0.4656519889831543,-0.0132447862997651,0.4634822010993957,0.4649465978145599,0.0129940174520015,0.5604472160339355,0.5766483545303345,-0.1707530170679092,0.4623941779136657,0.5786497592926025,-0.0292589534074068,0.5444144606590271,0.6873849630355835,0.190793439745903,0.4655747413635254,0.6912273168563843,0.283346027135849
cepingju,0.6220377087593079,0.3301668763160705,-0.2585938274860382,0.4359423220157623,0.3268872201442718,-0.2251386642456054,0.6304324865341187,0.4131515920162201,-0.1441884934902191,0.4158017933368683,0.4082973897457123,-0.116010770201683,0.6272712349891663,0.4800930917263031,-0.3006906807422638,0.4034045338630676,0.4752648770809173,-0.2597928643226623,0.5742620825767517,0.4655734896659851,-0.0133528541773557,0.463418573141098,0.4649407267570495,0.0131007051095366,0.5604463219642639,0.5764583349227905,-0.1821309775114059,0.4624060392379761,0.578514039516449,-0.0271434672176837,0.5444238185882568,0.6874411702156067,0.1499372720718383,0.4656444489955902,0.6911917924880981,0.2834085822105407
cepingju,0.6219348311424255,0.3301693201065063,-0.2642779946327209,0.4358898997306824,0.32684326171875,-0.2263617217540741,0.6303628087043762,0.4131482243537903,-0.1525784730911255,0.4158276319503784,0.4083236157894134,-0.1178035736083984,0.6266221404075623,0.4801124930381775,-0.3038762211799621,0.4035737812519073,0.4753378033638,-0.2603359520435333,0.5742465257644653,0.4651714861392975,-0.0134896636009216,0.4633897542953491,0.4647477269172668,0.0132350223138928,0.5604443550109863,0.5759764313697815,-0.2094428837299347,0.4624379575252533,0.5778830051422119,-0.028179770335555,0.5445236563682556,0.6873952150344849,0.1202826425433158,0.4656773805618286,0.6911731362342834,0.2785904705524444
